Address,Baths,Price,Rooms,Surface,Title
San Diego- Madrid,1 baño,119.000 €,3 dorm.,53 m,Piso en venta en Puente De Vallecas
Meco,2 baños,243.000 €,4 dorm.,162 m,Casa en venta en Meco
Meco,1 baño,128.000 €,3 dorm.,96 m,Piso en venta en Meco
Parque Oeste- Alcorcón,2 baños,366.000 €,3 dorm.,115 m,Piso en venta en Parque Oeste - Retamas - Ensanche Sur
Centro- Alcorcón,1 baño,209.000 €,3 dorm.,90 m,Piso en venta en Centro - Ondarreta - Torres Bellas
Pinar Del Rey- Madrid,1 baño,169.000 €,1 dorm.,60 m,Piso en venta en Hortaleza
Valdeavero,1 baño,169.900 €,3 dorm.,195 m,Casa en venta en Valdeavero
Carabanchel- Carabanchel Alto - Buena Vista- Madrid,2 baños,279.000 €,4 dorm.,118 m,Piso en venta en Calle de Ocaña
Ventas- Madrid,1 baño,79.900 €,1 dorm.,15 m,Piso en venta en Ciudad Lineal
Ventas- Madrid,1 baño,199.000 €,4 dorm.,82 m,Piso en venta en Ciudad Lineal
Arganzuela- Imperial- Madrid,2 baños,515.000 €,3 dorm.,116 m,Piso en venta en Calle Santa Casilda
Delicias - Embajadores- Madrid,1 baño,120.000 €,1 dorm.,31 m,Piso en venta en Arganzuela
Aluche- Madrid,2 baños,240.000 €,3 dorm.,102 m,Piso en venta en Latina
Peñagrande- Madrid,1 baño,199.000 €,2 dorm.,55 m,Piso en venta en Fuencarral
Reyes Catolicos- Alcalá De Henares,1 baño,133.700 €,3 dorm.,128 m,Piso en venta en Reyes Catolicos - Rinconada - Venecia
Bellas Vistas- Madrid,1 baño,225.000 €,3 dorm.,70 m,Piso en venta en Tetuán
Carrascal- Leganés,2 baños,305.000 €,4 dorm.,133 m,Piso en venta en Zarzaquemada - Carrascal
Carrascal- Leganés,2 baños,195.000 €,3 dorm.,134 m,Piso en venta en Zarzaquemada - Carrascal
Carrascal- Leganés,2 baños,249.000 €,4 dorm.,117 m,Piso en venta en Zarzaquemada - Carrascal
Escritores- Leganés,2 baños,216.000 €,2 dorm.,78 m,Piso en venta en Centro - Escritores
Imperial- Madrid,1 baño,107.000 €,1 dorm.,32 m,Piso en venta en Arganzuela
Soto- Móstoles,1 baño,132.000 €,2 dorm.,60 m,Piso en venta en Soto
Ventas- Madrid,1 baño,220.000 €,2 dorm.,81 m,Piso en venta en Ciudad Lineal
Madrid,1 baño,330.000 €,2 dorm.,60 m,Piso en venta en Chamberí
Las Aguilas - Cuatro Vientos- Madrid,1 baño,205.000 €,3 dorm.,80 m,Piso en venta en Latina
Lavapiés - Embajadores- Madrid,1 baño,198.000 €,2 dorm.,56 m,Piso en venta en Centro
Castilla- Madrid,2 baños,568.000 €,4 dorm.,137 m,Piso en venta en Chamartín
Castilla- Madrid,1 baño,300.000 €,2 dorm.,95 m,Piso en venta en Chamartín
Huertas - Cortes- Madrid,2 baños,719.000 €,2 dorm.,110 m,Piso en venta en Centro
Aluche- Madrid,1 baño,275.000 €,3 dorm.,101 m,Piso en venta en Latina
Almendrales - Pradolongo- Madrid,1 baño,110.000 €,3 dorm.,61 m,Piso en venta en Usera
Delicias - Embajadores- Madrid,2 baños,390.000 €,4 dorm.,120 m,Piso en venta en Arganzuela
Centro - Hospital- Móstoles,1 baño,172.000 €,3 dorm.,95 m,Piso en venta en Calle Carcavilla
Getafe,1 baño,139.990 €,3 dorm.,70 m,Piso en venta en Juan De La Cierva
Canillas- Madrid,1 baño,340.000 €,3 dorm.,89 m,Piso en venta en Hortaleza
Aluche- Madrid,2 baños,425.000 €,4 dorm.,127 m,Piso en venta en Latina
Peñagrande- Madrid,2 baños,449.900 €,4 dorm.,120 m,Piso en venta en Fuencarral
Aluche- Madrid,1 baño,129.000 €,3 dorm.,70 m,Piso en venta en Latina
Aluche- Madrid,3 baños,160.000 €,2 dorm.,75 m,Local comercial en venta en Latina
Aluche- Madrid,1 baño,169.000 €,3 dorm.,70 m,Piso en venta en Latina
Ensanche- Alcalá De Henares,2 baños,195.000 €,3 dorm.,131 m,Piso en venta en Chorrillo - Estación - Ensanche
Parla,1 baño,99.999 €,3 dorm.,104 m,Piso en venta en Parla
Peñagrande- Madrid,1 baño,270.000 €,1 dorm.,83 m,Piso en venta en Fuencarral
Las Aguilas - Cuatro Vientos- Madrid,1 baño,135.000 €,2 dorm.,60 m,Piso en venta en Latina
Peñagrande- Madrid,3 baños,699.000 €,3 dorm.,120 m,Piso en venta en Fuencarral
Guindalera- Madrid,1 baño,599.000 €,5 dorm.,205 m,Piso en venta en Salamanca
Chamartín- Prosperidad- Madrid,1 baño,305.000 €,2 dorm.,50 m,Piso en venta en Calle de Canillas
Aluche- Madrid,1 baño,145.000 €,2 dorm.,67 m,Piso en venta en Latina
Rivas-Vaciamadrid,3 baños,520.000 €,1 dorm.,280 m,Casa en venta en Rivas-Vaciamadrid
Canillas- Madrid,1 baño,300.000 €,3 dorm.,117 m,Piso en venta en Hortaleza
Canillas- Madrid,1 baño,310.000 €,3 dorm.,80 m,Piso en venta en Hortaleza
Canillas- Madrid,1 baño,315.000 €,3 dorm.,112 m,Piso en venta en Hortaleza
Canillas- Madrid,1 baño,260.000 €,4 dorm.,85 m,Piso en venta en Hortaleza
Canillas- Madrid,1 baño,285.000 €,4 dorm.,85 m,Piso en venta en Hortaleza
Canillas- Madrid,1 baño,350.000 €,3 dorm.,85 m,Casa en venta en Hortaleza
Fuente Del Berro- Madrid,1 baño,230.000 €,1 dorm.,48 m,Piso en venta en Salamanca
Fuente Del Berro- Madrid,1 baño,259.000 €,1 dorm.,62 m,Piso en venta en Salamanca
Chamartín- Prosperidad- Madrid,2 baños,390.000 €,3 dorm.,130 m,Piso en venta en Calle Alustante
Aluche- Madrid,1 baño,160.000 €,3 dorm.,73 m,Piso en venta en Latina
Fuenlabrada,1 baño,146.900 €,3 dorm.,97 m,Piso en venta en Centro
Pueblo Nuevo- Madrid,1 baño,155.000 €,2 dorm.,53 m,Piso en venta en Ciudad Lineal
Moscardo - Antonio Lopez- Madrid,1 baño,130.000 €,2 dorm.,52 m,Piso en venta en Usera
Peñagrande- Madrid,2 baños,420.000 €,4 dorm.,119 m,Piso en venta en Fuencarral
Fuente Del Berro- Madrid,1 baño,520.000 €,2 dorm.,91 m,Piso en venta en Salamanca
Villafontana Ii- Móstoles,2 baños,145.000 €,3 dorm.,75 m,Piso en venta en Villafontana Ii - Libertad
Valdezarza- Madrid,3 baños,600.000 €,4 dorm.,143 m,Piso en venta en Moncloa - Aravaca
Bellas Vistas- Madrid,1 baño,499.000 €,4 dorm.,126 m,Piso en venta en Tetuán
Bellas Vistas- Madrid,1 baño,145.000 €,3 dorm.,54 m,Piso en venta en Tetuán
Ciempozuelos,1 baño,82.500 €,1 dorm.,63 m,Piso en venta en Ciempozuelos
Ciempozuelos,2 baños,209.000 €,3 dorm.,112 m,Casa en venta en Ciempozuelos
Titulcia,2 baños,175.000 €,4 dorm.,201 m,Casa en venta en Titulcia
Moscardo - Antonio Lopez- Madrid,1 baño,97.500 €,2 dorm.,48 m,Piso en venta en Usera
Concepción- Madrid,1 baño,179.000 €,3 dorm.,74 m,Piso en venta en Ciudad Lineal
Carabanchel Alto - Buena Vista- Madrid,1 baño,198.500 €,1 dorm.,127 m,Local comercial en venta en Carabanchel
Bellas Vistas- Madrid,1 baño,295.000 €,3 dorm.,82 m,Piso en venta en Tetuán
Parla,2 baños,187.000 €,3 dorm.,147 m,Piso en venta en Parla
Lavapiés - Embajadores- Madrid,1 baño,199.000 €,2 dorm.,54 m,Piso en venta en Centro
Pueblo Nuevo- Madrid,1 baño,159.000 €,3 dorm.,73 m,Piso en venta en Ciudad Lineal
Lavapiés - Embajadores- Madrid,1 baño,115.000 €,1 dorm.,31 m,Piso en venta en Centro
La Avanzada- Fuenlabrada,1 baño,139.500 €,2 dorm.,61 m,Piso en venta en El Naranjo - La Serna - La Avanzada
La Avanzada- Fuenlabrada,2 baños,159.000 €,3 dorm.,86 m,Piso en venta en El Naranjo - La Serna - La Avanzada
La Avanzada- Fuenlabrada,1 baño,129.900 €,3 dorm.,84 m,Piso en venta en El Naranjo - La Serna - La Avanzada
La Avanzada- Fuenlabrada,1 baño,156.000 €,3 dorm.,91 m,Piso en venta en El Naranjo - La Serna - La Avanzada
La Avanzada- Fuenlabrada,1 baño,140.000 €,3 dorm.,83 m,Piso en venta en El Naranjo - La Serna - La Avanzada
Pueblo Nuevo- Madrid,1 baño,135.000 €,1 dorm.,46 m,Piso en venta en Ciudad Lineal
Chamartín- Prosperidad- Madrid,1 baño,230.000 €,2 dorm.,43 m,Piso en venta en Calle de Cartagena
Salamanca- Guindalera- Madrid,2 baños,409.000 €,4 dorm.,106 m,Piso en venta en Calle Ardemans
Ciempozuelos,1 baño,105.000 €,3 dorm.,80 m,Piso en venta en Ciempozuelos
Pinto,2 baños,380.000 €,3 dorm.,130 m,Piso en venta en Pinto
Parla,3 baños,355.000 €,4 dorm.,266 m,Casa en venta en Parla
Canillas- Madrid,2 baños,335.000 €,2 dorm.,66 m,Casa en venta en Hortaleza
Canillas- Madrid,1 baño,279.000 €,3 dorm.,124 m,Piso en venta en Hortaleza
Pueblo Nuevo- Madrid,1 baño,165.000 €,3 dorm.,66 m,Piso en venta en Ciudad Lineal
Pueblo Nuevo- Madrid,1 baño,175.000 €,3 dorm.,73 m,Piso en venta en Ciudad Lineal
Coslada,1 baño,175.000 €,3 dorm.,100 m,Piso en venta en C. de Cuba
Concepción- Madrid,1 baño,135.000 €,3 dorm.,53 m,Piso en venta en Ciudad Lineal
Vista Alegre- Madrid,1 baño,110.000 €,2 dorm.,52 m,Piso en venta en Carabanchel
Moncloa - Aravaca- Argüelles - Casa De Campo- Madrid,1 baño,179.000 €,2 dorm.,50 m,Piso en venta en Calle Ventura Rodríguez
Moncloa - Aravaca- Argüelles - Casa De Campo- Madrid,1 baño,300.000 €,1 dorm.,61 m,Ático en venta en Calle Ventura Rodríguez
Villafontana I- Móstoles,2 baños,229.000 €,4 dorm.,150 m,Piso en venta en Villafontana I - Pau
Villafontana I- Móstoles,1 baño,119.900 €,3 dorm.,65 m,Piso en venta en Villafontana I - Pau
Móstoles,1 baño,162.900 €,2 dorm.,80 m,Piso en venta en Centro - Hospital
Móstoles,1 baño,112.200 €,3 dorm.,65 m,Piso en venta en Centro - Hospital
San Diego- Madrid,1 baño,138.000 €,3 dorm.,71 m,Piso en venta en Puente De Vallecas
San Diego- Madrid,2 baños,159.000 €,3 dorm.,114 m,Terrenos en venta en Puente De Vallecas
San Diego- Madrid,2 baños,145.000 €,3 dorm.,93 m,Casa en venta en Puente De Vallecas
Móstoles,2 baños,200.000 €,2 dorm.,79 m,Piso en venta en Centro - Hospital
Moncloa - Aravaca- Argüelles - Casa De Campo- Madrid,2 baños,700.000 €,5 dorm.,165 m,Piso en venta en Calle de Juan Álvarez Mendizábal
Pueblo Nuevo- Madrid,1 baño,135.000 €,1 dorm.,38 m,Piso en venta en Ciudad Lineal
Pueblo Nuevo- Madrid,1 baño,150.000 €,1 dorm.,45 m,Piso en venta en Ciudad Lineal
San Isidro- Madrid,1 baño,125.000 €,2 dorm.,55 m,Piso en venta en Carabanchel
Moncloa - Aravaca- Argüelles - Casa De Campo- Madrid,3 baños,650.000 €,4 dorm.,146 m,Piso en venta en Calle Cadarso
Moncloa - Aravaca- Argüelles - Casa De Campo- Madrid,1 baño,220.000 €,2 dorm.,63 m,Piso en venta en C. de Martín de los Heros
Villaverde Alto- Madrid,1 baño,110.000 €,2 dorm.,67 m,Piso en venta en Villaverde
Vista Alegre- Madrid,1 baño,150.000 €,3 dorm.,60 m,Piso en venta en Carabanchel
Pozuelo De Alarcón,1 baño,154.000 €,2 dorm.,56 m,Piso en venta en Calle del Consejo
Vista Alegre- Madrid,1 baño,205.000 €,4 dorm.,79 m,Piso en venta en Carabanchel
Moncloa - Aravaca- Argüelles - Casa De Campo- Madrid,2 baños,935.000 €,5 dorm.,227 m,Piso en venta en Calle Ventura Rodríguez
Vista Alegre- Madrid,1 baño,120.000 €,2 dorm.,58 m,Piso en venta en Carabanchel
Pueblo Nuevo- Madrid,1 baño,145.000 €,1 dorm.,40 m,Piso en venta en Ciudad Lineal
Bellas Vistas- Madrid,1 baño,410.000 €,4 dorm.,93 m,Piso en venta en Tetuán
Chamartín- Prosperidad- Madrid,3 baños,687.000 €,5 dorm.,162 m,Piso en venta en Avenida de América
Coslada,2 baños,450.000 €,4 dorm.,150 m,Ático en venta en Av. de la Constitución
Moscardo - Antonio Lopez- Madrid,1 baño,99.900 €,1 dorm.,46 m,Piso en venta en Usera
Arroyomolinos,2 baños,244.900 €,2 dorm.,131 m,Piso en venta en Arroyomolinos
Arroyomolinos,3 baños,534.900 €,6 dorm.,344 m,Casa en venta en Arroyomolinos
Torrejón De Ardoz,1 baño,115.000 €,2 dorm.,85 m,Piso en venta en Torrejón De Ardoz
Móstoles,1 baño,166.000 €,3 dorm.,76 m,Piso en venta en Centro - Hospital
Pinar Del Rey- Madrid,2 baños,280.000 €,2 dorm.,75 m,Piso en venta en Hortaleza
Coslada,2 baños,322.000 €,2 dorm.,95 m,Piso en venta en Coslada
Vista Alegre- Madrid,2 baños,189.900 €,3 dorm.,82 m,Piso en venta en Carabanchel
Chamartín- Prosperidad- Madrid,1 baño,385.000 €,4 dorm.,95 m,Piso en venta en Calle de Cartagena
Pueblo Nuevo- Madrid,1 baño,199.000 €,1 dorm.,73 m,Piso en venta en Ciudad Lineal
Valdeacederas- Madrid,1 baño,210.000 €,2 dorm.,51 m,Piso en venta en Tetuán
Lavapiés - Embajadores- Madrid,1 baño,125.000 €,2 dorm.,26 m,Piso en venta en Centro
San Diego- Madrid,1 baño,115.000 €,2 dorm.,65 m,Piso en venta en Puente De Vallecas
Puerta Del Ángel- Madrid,1 baño,165.000 €,2 dorm.,60 m,Piso en venta en Latina
San Diego- Madrid,1 baño,85.000 €,1 dorm.,31 m,Piso en venta en Puente De Vallecas
Parque Lisboa- Alcorcón,2 baños,199.000 €,3 dorm.,96 m,Piso en venta en Parque Lisboa - Valderas - Los Castillos
Soto- Móstoles,2 baños,199.000 €,4 dorm.,116 m,Piso en venta en Soto
Carabanchel Alto - Buena Vista- Madrid,1 baño,162.000 €,3 dorm.,70 m,Piso en venta en Carabanchel
San Fernando De Henares,1 baño,159.900 €,3 dorm.,71 m,Piso en venta en San Fernando De Henares
San Fernando De Henares,4 baños,475.000 €,5 dorm.,376 m,Casa en venta en San Fernando De Henares
San Fernando De Henares,1 baño,134.000 €,3 dorm.,76 m,Piso en venta en San Fernando De Henares
San Fernando De Henares,1 baño,133.000 €,3 dorm.,65 m,Piso en venta en San Fernando De Henares
Ciudad Jardín- Madrid,1 baño,185.000 €,1 dorm.,38 m,Piso en venta en Chamartín
Palomeras - Portazgo- Madrid,2 baños,167.700 €,3 dorm.,103 m,Piso en venta en Puente De Vallecas
Centro - Ondarreta - Torres Bellas- Centro- Alcorcón,1 baño,173.000 €,4 dorm.,59 m,Piso en venta en Calle San Juan
Torrejón De Ardoz,2 baños,290.000 €,3 dorm.,126 m,Piso en venta en Torrejón De Ardoz
Venecia- Alcalá De Henares,2 baños,185.000 €,3 dorm.,101 m,Piso en venta en Reyes Catolicos - Rinconada - Venecia
Latina- Campamento- Madrid,1 baño,170.000 €,3 dorm.,70 m,Piso en venta en Calle mirlo
Opañel - San Isidro- Madrid,2 baños,395.000 €,3 dorm.,120 m,Piso en venta en Carabanchel
Coslada,1 baño,154.000 €,3 dorm.,75 m,Piso en venta en Coslada
Delicias - Embajadores- Madrid,1 baño,239.000 €,2 dorm.,61 m,Piso en venta en Arganzuela
Móstoles,1 baño,165.000 €,3 dorm.,75 m,Piso en venta en Centro - Hospital
Concepción- Madrid,1 baño,200.000 €,2 dorm.,65 m,Piso en venta en Ciudad Lineal
Rosas- Madrid,1 baño,130.000 €,1 dorm.,61 m,Piso en venta en San Blas
Humanes De Madrid,1 baño,169.000 €,2 dorm.,97 m,Piso en venta en Humanes De Madrid
Universidad- Getafe,1 baño,142.000 €,3 dorm.,67 m,Piso en venta en Universidad - Margaritas - Kelvinator
Villalbilla,1 baño,79.000 €,1 dorm.,45 m,Casa en venta en Villalbilla
Latina- Puerta Del Ángel- Madrid,1 baño,169.000 €,3 dorm.,65 m,Piso en venta en P.º de los Jesuitas
Rosas- Madrid,1 baño,104.999 €,2 dorm.,60 m,Piso en venta en San Blas
Móstoles,1 baño,189.900 €,3 dorm.,106 m,Piso en venta en Centro - Hospital
Pueblo Nuevo- Madrid,1 baño,175.000 €,2 dorm.,72 m,Piso en venta en Ciudad Lineal
Pueblo Nuevo- Madrid,1 baño,99.000 €,1 dorm.,44 m,Piso en venta en Ciudad Lineal
Quintana- Madrid,1 baño,250.000 €,2 dorm.,74 m,Piso en venta en Ciudad Lineal
Aranjuez,1 baño,87.260 €,3 dorm.,68 m,Piso en venta en C. de San Nicolás
Reyes Catolicos- Alcalá De Henares,2 baños,320.000 €,3 dorm.,125 m,Piso en venta en Reyes Catolicos - Rinconada - Venecia
Centro- Leganés,2 baños,309.900 €,4 dorm.,122 m,Piso en venta en Centro - Escritores
Chorrillo- Alcalá De Henares,1 baño,149.900 €,3 dorm.,87 m,Piso en venta en Chorrillo - Estación - Ensanche
Opañel - San Isidro- Madrid,2 baños,198.000 €,2 dorm.,86 m,Piso en venta en Carabanchel
Canillejas- Madrid,1 baño,179.999 €,3 dorm.,86 m,Piso en venta en San Blas
Almendrales - Pradolongo- Madrid,1 baño,155.600 €,3 dorm.,71 m,Piso en venta en Usera
Madrid,1 baño,179.000 €,3 dorm.,71 m,Piso en venta en Moratalaz
Villaverde Alto- Madrid,1 baño,159.000 €,2 dorm.,71 m,Piso en venta en Villaverde
Delicias - Embajadores- Madrid,1 baño,124.000 €,1 dorm.,24 m,Piso en venta en Arganzuela
Loranca- Fuenlabrada,2 baños,199.000 €,3 dorm.,90 m,Piso en venta en Loranca - Hospital
Loranca- Fuenlabrada,2 baños,215.000 €,4 dorm.,105 m,Piso en venta en Loranca - Hospital
Hospital- Fuenlabrada,2 baños,320.000 €,2 dorm.,136 m,Piso en venta en Loranca - Hospital
Lavapiés - Embajadores- Madrid,1 baño,179.900 €,2 dorm.,45 m,Piso en venta en Centro
Fuenlabrada,1 baño,129.000 €,1 dorm.,80 m,Piso en venta en El Arroyo - Fuenlabrada 2
Quintana- Madrid,1 baño,136.000 €,3 dorm.,60 m,Piso en venta en Ciudad Lineal
Valdeacederas- Madrid,1 baño,178.000 €,2 dorm.,62 m,Piso en venta en Tetuán
Centro- Leganés,1 baño,179.680 €,3 dorm.,87 m,Piso en venta en Centro - Escritores
Vista Alegre- Madrid,1 baño,120.000 €,1 dorm.,42 m,Piso en venta en Carabanchel
San Nicasio- Leganés,1 baño,149.900 €,2 dorm.,84 m,Piso en venta en San Nicasio - Santos - Batallas
Collado Villalba,1 baño,106.000 €,1 dorm.,31 m,Piso en venta en Collado Villalba
Hospital- Fuenlabrada,2 baños,245.000 €,3 dorm.,95 m,Piso en venta en Loranca - Hospital
Soto- Móstoles,1 baño,157.000 €,3 dorm.,81 m,Piso en venta en Soto
Soto- Móstoles,2 baños,275.000 €,4 dorm.,109 m,Piso en venta en Soto
Loranca- Fuenlabrada,4 baños,399.000 €,3 dorm.,166 m,Casa en venta en Loranca - Hospital
Concepción- Madrid,1 baño,179.000 €,2 dorm.,60 m,Piso en venta en Ciudad Lineal
Coslada,1 baño,182.500 €,3 dorm.,75 m,Piso en venta en Coslada
San Fernando De Henares,1 baño,148.000 €,3 dorm.,82 m,Local comercial en venta en San Fernando De Henares
Carabanchel Alto - Buena Vista- Madrid,1 baño,99.900 €,3 dorm.,65 m,Piso en venta en Carabanchel
Madrid,2 baños,590.000 €,4 dorm.,142 m,Piso en venta en Chamberí
Simancas- Madrid,1 baño,259.000 €,3 dorm.,118 m,Piso en venta en San Blas
Marque De Vadillo - Comillas- Madrid,1 baño,155.000 €,3 dorm.,82 m,Piso en venta en Carabanchel
Rinconada- Alcalá De Henares,4 baños,309.900 €,3 dorm.,187 m,Casa en venta en Reyes Catolicos - Rinconada - Venecia
Coslada,1 baño,145.000 €,3 dorm.,75 m,Piso en venta en Coslada
San Fernando De Henares,1 baño,142.000 €,3 dorm.,77 m,Piso en venta en San Fernando De Henares
Fuencarral - Tres Olivos - Virgen De Begoña- Madrid,1 baño,190.000 €,3 dorm.,65 m,Piso en venta en Fuencarral
Fuenlabrada,1 baño,137.000 €,3 dorm.,80 m,Piso en venta en El Arroyo - Fuenlabrada 2
Pilar- Madrid,1 baño,195.000 €,2 dorm.,59 m,Piso en venta en Fuencarral
Mejorada Del Campo,2 baños,166.000 €,3 dorm.,95 m,Piso en venta en Mejorada Del Campo
Fuenlabrada,1 baño,132.000 €,3 dorm.,80 m,Piso en venta en El Arroyo - Fuenlabrada 2
Fuenlabrada,2 baños,159.000 €,2 dorm.,80 m,Piso en venta en El Arroyo - Fuenlabrada 2
Móstoles,1 baño,149.000 €,3 dorm.,89 m,Piso en venta en Centro - Hospital
Concepción- Madrid,1 baño,160.000 €,3 dorm.,75 m,Piso en venta en Ciudad Lineal
Madrid,1 baño,185.000 €,2 dorm.,78 m,Piso en venta en Moratalaz
Tetuán- Cuzco - Castillejos- Madrid,1 baño,325.000 €,3 dorm.,67 m,Piso en venta en Calle del Gral. Margallo
Valdeacederas- Madrid,2 baños,369.000 €,2 dorm.,76 m,Piso en venta en Tetuán
Getafe Centro- Getafe,1 baño,127.500 €,2 dorm.,47 m,Piso en venta en Getafe Centro - San Isidro -  La Alhondiga
Barajas- Alameda De Osuna- Madrid,1 baño,205.000 €,3 dorm.,68 m,Piso en venta en Calle Doña Leonor de Cortina
Meco,2 baños,267.000 €,4 dorm.,149 m,Casa en venta en Meco
Barajas- Alameda De Osuna- Madrid,1 baño,225.000 €,3 dorm.,73 m,Piso en venta en Av. General
Torrejón De Ardoz,1 baño,111.000 €,3 dorm.,102 m,Piso en venta en Torrejón De Ardoz
Centro- Alcorcón,1 baño,139.000 €,2 dorm.,62 m,Piso en venta en Centro - Ondarreta - Torres Bellas
Parla,1 baño,115.000 €,3 dorm.,80 m,Piso en venta en Parla
Almendrales - Pradolongo- Madrid,2 baños,296.000 €,2 dorm.,80 m,Ático en venta en Usera
Villaverde Alto- Madrid,1 baño,99.000 €,2 dorm.,76 m,Piso en venta en Villaverde
Villaverde Bajo - Oroquieta - Espinillo- Madrid,1 baño,110.000 €,3 dorm.,86 m,Piso en venta en Villaverde
Pueblo Nuevo- Madrid,1 baño,142.000 €,2 dorm.,49 m,Piso en venta en Ciudad Lineal
Majadahonda,2 baños,725.000 €,5 dorm.,287 m,Casa en venta en Majadahonda
Paracuellos De Jarama,1 baño,189.000 €,3 dorm.,99 m,Piso en venta en C. Toledo
San Fernando De Henares,1 baño,169.000 €,3 dorm.,98 m,Piso en venta en San Fernando De Henares
Madrid Rio - Los Carmenes- Madrid,1 baño,185.000 €,3 dorm.,82 m,Piso en venta en Latina
San Isidro- Madrid,2 baños,385.000 €,3 dorm.,107 m,Piso en venta en Carabanchel
San Isidro- Madrid,1 baño,220.000 €,3 dorm.,82 m,Piso en venta en Carabanchel
Opañel - San Isidro- Madrid,2 baños,226.000 €,3 dorm.,85 m,Piso en venta en Carabanchel
Carabanchel Alto - Buena Vista- Madrid,1 baño,123.350 €,2 dorm.,63 m,Piso en venta en Carabanchel
Aluche- Madrid,2 baños,359.999 €,4 dorm.,132 m,Piso en venta en Latina
Aluche- Madrid,1 baño,149.999 €,2 dorm.,67 m,Piso en venta en Latina
Parla,2 baños,43.000 €,1 dorm.,60 m,Local comercial en venta en Calle Isaac Albéniz
Vista Alegre- Madrid,1 baño,128.000 €,3 dorm.,80 m,Piso en venta en Carabanchel
Parla,1 baño,140.000 €,3 dorm.,95 m,Piso en venta en Parla
San Diego- Madrid,1 baño,95.000 €,2 dorm.,77 m,Piso en venta en Puente De Vallecas
Humanes De Madrid,1 baño,147.000 €,3 dorm.,85 m,Piso en venta en Humanes De Madrid
Canillas- Madrid,1 baño,175.000 €,3 dorm.,62 m,Piso en venta en Hortaleza
Moncloa - Aravaca- Valdezarza- Madrid,1 baño,269.000 €,2 dorm.,102 m,Piso en venta en Valle del silencio 22
Moncloa - Aravaca- Valdezarza- Madrid,1 baño,279.000 €,3 dorm.,83 m,Piso en venta en Calle Valdesangil
Moncloa - Aravaca- Valdezarza- Madrid,1 baño,240.000 €,3 dorm.,75 m,Piso en venta en Av. de Juan Andrés
Moncloa - Aravaca- Valdezarza- Madrid,1 baño,380.000 €,2 dorm.,87 m,Piso en venta en Calle valdeverdeja
San Isidro- Madrid,1 baño,210.000 €,3 dorm.,92 m,Piso en venta en Carabanchel
Opañel - San Isidro- Madrid,1 baño,320.000 €,3 dorm.,113 m,Casa en venta en Carabanchel
Madrid,1 baño,348.000 €,1 dorm.,56 m,Piso en venta en Chamberí
Madrid,2 baños,620.000 €,4 dorm.,136 m,Piso en venta en Chamberí
Coslada,1 baño,190.000 €,4 dorm.,270 m,Casa en venta en Coslada
Moncloa - Aravaca- Valdezarza- Madrid,1 baño,250.000 €,3 dorm.,74 m,Piso en venta en Calle Valderroman
Valdeacederas- Madrid,1 baño,225.000 €,2 dorm.,66 m,Piso en venta en Tetuán
Lavapiés - Embajadores- Madrid,2 baños,599.000 €,3 dorm.,113 m,Piso en venta en Centro
Móstoles,1 baño,119.900 €,3 dorm.,71 m,Piso en venta en Centro - Hospital
Torrejón De Ardoz,1 baño,138.000 €,4 dorm.,90 m,Piso en venta en Torrejón De Ardoz
Ciudad De Los Angeles- Madrid,1 baño,183.000 €,3 dorm.,71 m,Piso en venta en Villaverde
Ondarreta- Alcorcón,1 baño,189.000 €,3 dorm.,85 m,Piso en venta en Centro - Ondarreta - Torres Bellas
Moncloa - Aravaca- Valdezarza- Madrid,3 baños,480.000 €,4 dorm.,192 m,Piso en venta en Calle Valdevarnes
Casco Histórico De Vallecas- Madrid,1 baño,185.000 €,2 dorm.,70 m,Piso en venta en Villa De Vallecas
Arroyomolinos,3 baños,664.900 €,7 dorm.,344 m,Casa en venta en Arroyomolinos
Arroyomolinos,2 baños,259.900 €,3 dorm.,147 m,Piso en venta en Arroyomolinos
Salamanca- Guindalera- Madrid,2 baños,465.000 €,3 dorm.,100 m,Piso en venta en Calle Ruiz Perelló
Pueblo Nuevo- Madrid,1 baño,198.000 €,2 dorm.,76 m,Piso en venta en Ciudad Lineal
Bellas Vistas- Madrid,1 baño,235.000 €,3 dorm.,63 m,Piso en venta en Tetuán
Pinar Del Rey- Madrid,1 baño,295.000 €,2 dorm.,82 m,Piso en venta en Hortaleza
Peñagrande- Madrid,2 baños,360.000 €,3 dorm.,80 m,Piso en venta en Fuencarral
Ciudad Universitaria- Madrid,4 baños,610.000 €,3 dorm.,112 m,Piso en venta en Moncloa - Aravaca
Alameda De Osuna- Madrid,2 baños,407.000 €,4 dorm.,107 m,Piso en venta en Barajas
Parla,1 baño,102.000 €,2 dorm.,54 m,Piso en venta en Parla
Concepción- Madrid,2 baños,259.000 €,3 dorm.,115 m,Piso en venta en Ciudad Lineal
Madrid,1 baño,480 €,1 dorm.,30 m,Local comercial en venta en Moratalaz
Fuencarral - Tres Olivos - Virgen De Begoña- Madrid,1 baño,140.000 €,2 dorm.,60 m,Piso en venta en Fuencarral
Parla,2 baños,123.000 €,4 dorm.,106 m,Piso en venta en Calle Ramón y Cajal
San Cristóbal- Madrid,2 baños,81.050 €,2 dorm.,60 m,Piso en venta en Villaverde
Majadahonda,2 baños,489.000 €,4 dorm.,238 m,Piso en venta en Majadahonda
Humanes De Madrid,3 baños,340.000 €,4 dorm.,200 m,Casa en venta en Humanes De Madrid
